address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"214 S FOURTH AV, Ann Arbor, MI",42.280332,-83.747429,1,range_interpolation,214,"S 4th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3020 WILLIAMSBURG DR, Ann Arbor, MI",42.234393,-83.695404,0.68,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"1310 ASTOR AVE, Ann Arbor, MI",42.256698,-83.73278,1,rooftop,1310,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"1935 WOODBURY DR, Ann Arbor, MI",42.257332,-83.734643,1,rooftop,1935,"Woodbury Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"555 E WILLIAM ST 21D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 21D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2634 Arrowwood Trl, Ann Arbor, MI",42.308256,-83.730446,1,range_interpolation,2634,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 19F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 19F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2336 JONATHAN CT, Ann Arbor, MI",42.231246,-83.710445,1,range_interpolation,2336,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2713 Arrowwood Trl, Ann Arbor, MI",42.308561,-83.729291,1,range_interpolation,2713,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2501 ADRIENNE DR, Ann Arbor, MI",42.270349,-83.782235,1,range_interpolation,2501,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3010 BIRCH HOLLOW DR, Ann Arbor, MI",42.238716,-83.719483,1,range_interpolation,3010,"Birch Hollow Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2400 Arrowwood Trl, Ann Arbor, MI",42.307791,-83.733368,1,range_interpolation,2400,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3106 WILLIAMSBURG DR, Ann Arbor, MI",42.234919,-83.696858,0.6,range_interpolation,3106,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3108 Williamsburg Dr, Ann Arbor, MI",42.234921,-83.696849,0.6,range_interpolation,3108,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2733 Braeburn Cir, Ann Arbor, MI",42.232003,-83.707806,1,range_interpolation,2733,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2217 Hemlock Ct, Ann Arbor, MI",42.232793,-83.710281,1,range_interpolation,2217,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2408 LAURELWOOD CIR, Ann Arbor, MI",42.232748,-83.713137,1,range_interpolation,2408,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1521 NATALIE LN, Ann Arbor, MI",42.294018,-83.683473,1,range_interpolation,1521,"Natalie Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3313 3323 Williamsburg Dr, Ann Arbor, MI",42.236259,-83.69655,0.5,range_interpolation,3313,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2211 S HURON PKY 3, Ann Arbor, MI",42.254874,-83.695894,1,rooftop,2211,"S Huron Pky 3",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2426 LAURELWOOD CIR, Ann Arbor, MI",42.232406,-83.712772,1,range_interpolation,2426,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3070 Williamsburg Dr, Ann Arbor, MI",42.235067,-83.697788,0.6,range_interpolation,3070,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1501 GENEVA RD, Ann Arbor, MI",42.262042,-83.781413,1,range_interpolation,1501,"Geneva Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3001 FERNWOOD AV 201, Ann Arbor, MI",42.244745,-83.693567,1,rooftop,3001,"Fernwood Av 201",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Washtenaw
"2594 ADRIENNE DR, Ann Arbor, MI",42.26915,-83.782375,1,range_interpolation,2594,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2520 Arrowwood Trl, Ann Arbor, MI",42.308791,-83.732092,1,range_interpolation,2520,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3247 BRAEBURN CIR, Ann Arbor, MI",42.234657,-83.708199,0.9,range_interpolation,3247,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2320 SHADOWWOOD DR, Ann Arbor, MI",42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1460 BROOKFIELD DR, Ann Arbor, MI",42.248484,-83.76187,1,range_interpolation,1460,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2324 Arrowwood Trl, Ann Arbor, MI",42.307452,-83.734632,1,range_interpolation,2324,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"206 COLUMBUS DR, Ann Arbor, MI",42.288777,-83.795193,1,range_interpolation,206,"Columbus Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2311 ARROWWOOD TRL, Ann Arbor, MI",42.307755,-83.734799,1,range_interpolation,2311,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2319 JONATHAN CT, Ann Arbor, MI",42.231571,-83.710978,1,range_interpolation,2319,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3079 Braeburn Cir, Ann Arbor, MI",42.233666,-83.709118,1,range_interpolation,3079,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2556 Arrowwood Trl, Ann Arbor, MI",42.308739,-83.731619,1,range_interpolation,2556,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2277 HARDYKE CT, Ann Arbor, MI",42.231821,-83.714072,1,range_interpolation,2277,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2905 BRAEBURN CIR, Ann Arbor, MI",42.233159,-83.709122,1,range_interpolation,2905,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"509 LONG SHORE DR B, Ann Arbor, MI",42.291529,-83.741641,1,rooftop,509,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2562 Arrowwood Trl, Ann Arbor, MI",42.308713,-83.731566,1,range_interpolation,2562,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2428 LAURELWOOD CIR, Ann Arbor, MI",42.232381,-83.712736,1,range_interpolation,2428,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2759 Arrowwood Trl, Ann Arbor, MI",42.307901,-83.72897,1,range_interpolation,2759,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2205 HEMLOCK CT, Ann Arbor, MI",42.233045,-83.710252,1,range_interpolation,2205,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"215 S STATE ST, Ann Arbor, MI",42.282707,-83.741253,1,rooftop,215,"N State St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"2619 Arrowwood Trl, Ann Arbor, MI",42.308536,-83.730753,1,range_interpolation,2619,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2874 S MAIN ST, Ann Arbor, MI",42.245201,-83.749883,1,rooftop,2874,"S Main St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2803 Braeburn Cir, Ann Arbor, MI",42.23234,-83.708515,1,range_interpolation,2803,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1231 WISTERIA DR, Ann Arbor, MI",42.258765,-83.734319,1,rooftop,1231,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"300 PINE RIDGE ST, Ann Arbor, MI",42.283484,-83.767656,1,rooftop,300,"Pine Ridge St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2755 BRAEBURN CIR, Ann Arbor, MI",42.232107,-83.708,1,range_interpolation,2755,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2955 Braeburn Cir, Ann Arbor, MI",42.233858,-83.709084,1,range_interpolation,2955,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3085 BRAEBURN CIR, Ann Arbor, MI",42.234476,-83.708968,1,range_interpolation,3085,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3420 BRAEBURN CIR, Ann Arbor, MI",42.233907,-83.708775,1,range_interpolation,3420,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2791 BRAEBURN CIR, Ann Arbor, MI",42.232264,-83.70831,1,range_interpolation,2791,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1440 BROOKFIELD DR, Ann Arbor, MI",42.248478,-83.761852,1,range_interpolation,1440,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3083 BRAEBURN CIR, Ann Arbor, MI",42.234211,-83.709015,1,range_interpolation,3083,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2739 Arrowwood Trl, Ann Arbor, MI",42.30823,-83.72899,1,range_interpolation,2739,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3497 BRAEBURN CIR, Ann Arbor, MI",42.234417,-83.708674,0.9,range_interpolation,3497,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3521 BRAEBURN CIR, Ann Arbor, MI",42.230871,-83.706296,1,range_interpolation,3521,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1421 WISTERIA DR, Ann Arbor, MI",42.258691,-83.731949,1,range_interpolation,1421,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1815 WOODBURY DR, Ann Arbor, MI",42.259,-83.735132,1,rooftop,1815,"Woodbury Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"1010 CATHERINE ST, Ann Arbor, MI",42.283012,-83.73636,1,range_interpolation,1010,"Catherine St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3390 Braeburn Cir, Ann Arbor, MI",42.23371,-83.708812,1,range_interpolation,3390,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2601 BRAEBURN CIR, Ann Arbor, MI",42.23437,-83.708677,0.9,range_interpolation,2601,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1840 BROOKFIELD DR, Ann Arbor, MI",42.248698,-83.766264,1,range_interpolation,1840,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3033 BRAEBURN CIR, Ann Arbor, MI",42.234476,-83.708968,1,range_interpolation,3033,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"306 SPRING ST, Ann Arbor, MI",42.284049,-83.752163,1,rooftop,306,"Spring St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2406 LAURELWOOD CIR, Ann Arbor, MI",42.232784,-83.713161,1,range_interpolation,2406,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2281 HARDYKE CT, Ann Arbor, MI",42.231822,-83.714085,1,range_interpolation,2281,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"959 HOCKEY LA, Ann Arbor, MI",42.292767,-83.760514,1,rooftop,959,"Hockey Ln",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2680 ARROWWOOD TRL, Ann Arbor, MI",42.308482,-83.729836,1,range_interpolation,2680,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3227 BRAEBURN CIR, Ann Arbor, MI",42.234657,-83.708259,0.9,range_interpolation,3227,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3189 CHELSEA CIR, Ann Arbor, MI",42.239662,-83.713026,1,range_interpolation,3189,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3695 GREEN BRIER BLVD, Ann Arbor, MI",42.298442,-83.689607,1,range_interpolation,3695,"Green Brier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2346 JONATHAN CT, Ann Arbor, MI",42.23116,-83.710463,1,range_interpolation,2346,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1221 WISTERIA DR, Ann Arbor, MI",42.259138,-83.734563,1,rooftop,1221,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"555 E WILLIAM ST 11K, Ann Arbor, MI",42.277973,-83.742494,1,rooftop,555,"E William St 11K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2402 Arrowwood Trl, Ann Arbor, MI",42.307805,-83.733349,1,range_interpolation,2402,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2363 Arrowwood Trl, Ann Arbor, MI",42.307782,-83.73397,1,range_interpolation,2363,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1600 BROOKFIELD DR, Ann Arbor, MI",42.248531,-83.761996,1,range_interpolation,1600,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3204 WILLIAMSBURG DR, Ann Arbor, MI",42.235193,-83.696216,0.6,range_interpolation,3204,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2506 Arrowwood Trl, Ann Arbor, MI",42.308748,-83.732268,1,range_interpolation,2506,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3246 BRAEBURN CIR, Ann Arbor, MI",42.234657,-83.708202,1,range_interpolation,3246,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2611 BRAEBURN CIR, Ann Arbor, MI",42.234392,-83.708662,0.9,range_interpolation,2611,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2761 Braeburn Cir, Ann Arbor, MI",42.232139,-83.70804,1,range_interpolation,2761,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 24F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 24F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3017 Braeburn Cir, Ann Arbor, MI",42.233255,-83.709128,1,range_interpolation,3017,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3253 BRAEBURN CIR, Ann Arbor, MI",42.234657,-83.70818,0.9,range_interpolation,3253,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"711 N FIFTH AV, Ann Arbor, MI",42.287163,-83.745569,1,rooftop,711,"N 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 7B, Ann Arbor, MI",42.27806,-83.742496,1,rooftop,555,"E William St 7B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3055 3071 Wolverine Dr, Ann Arbor, MI",42.237056,-83.698505,0.9,range_interpolation,3055,"Wolverine Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 8F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 8F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2224 SHADOWOOD DR, Ann Arbor, MI",42.232119,-83.714361,1,range_interpolation,2224,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1883 POINTE CROSSING, Ann Arbor, MI",42.300231,-83.723753,1,range_interpolation,1883,"Pointe Crossing St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3086 WILLIAMSBURG DR, Ann Arbor, MI",42.234897,-83.696978,0.6,range_interpolation,3086,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2352 JONATHAN CT, Ann Arbor, MI",42.231033,-83.71046,1,range_interpolation,2352,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2407 PACKARD ST 43E, Ann Arbor, MI",42.253668,-83.724371,1,rooftop,2407,"Packard St 43E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2893 Braeburn Cir, Ann Arbor, MI",42.23302,-83.70907,1,range_interpolation,2893,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1215 ASTOR AVE, Ann Arbor, MI",42.257082,-83.734481,1,range_interpolation,1215,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 7F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 7F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2749 Arrowwood Trl, Ann Arbor, MI",42.308073,-83.728949,1,range_interpolation,2749,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2378 Jonathan Ct, Ann Arbor, MI",42.230481,-83.710451,1,range_interpolation,2378,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2335 Arrowwood Trl, Ann Arbor, MI",42.30775,-83.734504,1,range_interpolation,2335,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2819 ARROWWOOD TRL, Ann Arbor, MI",42.307206,-83.729533,1,range_interpolation,2819,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2783 ADRIENNE DR, Ann Arbor, MI",42.269009,-83.780147,1,range_interpolation,2783,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2231 HEMLOCK CT, Ann Arbor, MI",42.232499,-83.710315,1,range_interpolation,2231,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2337 ARROWWOOD TRL, Ann Arbor, MI",42.30775,-83.734479,1,range_interpolation,2337,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2218 Shadowood Dr, Ann Arbor, MI",42.23213,-83.714359,1,range_interpolation,2218,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2504 Arrowwood Trl, Ann Arbor, MI",42.308738,-83.732291,1,range_interpolation,2504,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 15E, Ann Arbor, MI",42.278063,-83.742251,1,rooftop,555,"E William St 15E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3521 Braeburn Cir, Ann Arbor, MI",42.230871,-83.706296,1,range_interpolation,3521,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 4K, Ann Arbor, MI",42.277973,-83.742494,1,rooftop,555,"E William St 4K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2927 CASCADE DR, Ann Arbor, MI",42.246203,-83.702167,1,range_interpolation,2927,"Cascade Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1402 ASTOR AVE, Ann Arbor, MI",42.257019,-83.73221,1,range_interpolation,1402,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3471 BRAEBURN CIR, Ann Arbor, MI",42.234243,-83.708705,0.9,range_interpolation,3471,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3173 CHELSEA CIR, Ann Arbor, MI",42.24061,-83.715053,1,range_interpolation,3173,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1640 BROOKFIELD DR, Ann Arbor, MI",42.248544,-83.762032,1,range_interpolation,1640,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2990 BIRCH HOLLOW DR, Ann Arbor, MI",42.238673,-83.720559,1,range_interpolation,2990,"Birch Hollow Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2788 BRAEBURN CIR, Ann Arbor, MI",42.234637,-83.708308,1,range_interpolation,2788,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2627 BRAEBURN CIR, Ann Arbor, MI",42.231544,-83.707042,1,range_interpolation,2627,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2333 JONATHAN CT, Ann Arbor, MI",42.23154,-83.71042,1,range_interpolation,2333,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2351 ARROWWOOD TRL, Ann Arbor, MI",42.307758,-83.734147,1,range_interpolation,2351,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2681 ADRIENNE DR, Ann Arbor, MI",42.268812,-83.781677,1,range_interpolation,2681,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2374 JONATHAN CT, Ann Arbor, MI",42.230566,-83.710453,1,range_interpolation,2374,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"373 COLUMBUS DR, Ann Arbor, MI",42.288498,-83.795408,1,range_interpolation,373,"Columbus Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2599 Braeburn Cir, Ann Arbor, MI",42.2313,-83.707148,1,range_interpolation,2599,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3479 BRAEBURN CIR, Ann Arbor, MI",42.234297,-83.708695,0.9,range_interpolation,3479,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2785 ADRIENNE DR, Ann Arbor, MI",42.269013,-83.780125,1,range_interpolation,2785,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2695 BRAEBURN CIR, Ann Arbor, MI",42.231786,-83.707535,1,range_interpolation,2695,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3133 BRAEBURN CIR, Ann Arbor, MI",42.234138,-83.709046,1,range_interpolation,3133,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3412 3418 Norwood St, Ann Arbor, MI",42.247338,-83.691629,1,rooftop,3418,"Norwood St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3197 HOMESTEAD COMMONS DR, Ann Arbor, MI",42.242153,-83.715974,1,range_interpolation,3197,"Homestead Commons Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
